Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,17,1,9238,1,1,159.0,1,37,37,7,5,132.1,1,0,0,1,0,0,19,0,0,6,10,2,10.5,0,0,6,11,1,13.0,0,9.4,-0.8,-3.12,0.0
2,44,1,9085,1,39,160.0,1,37,37,192,192,160.0,0,0,0,1,0,0,27,0,0,5,12,3,14.0,2,0,5,8,5,24.95469281,1,9.4,-0.8,-3.12,1.0
1,10,1,9085,1,1,134.0,1,37,37,5,5,134.0,1,0,0,1,0,0,22,0,2,5,7,5,14.2,0,0,5,10,5,12.2,0,12.7,3.7,-1.7,1.0
1,1,1,9773,1,1,128.0,1,37,1,9,7,124.2,1,0,0,1,0,0,18,0,0,6,8,5,13.0,0,0,6,7,6,13.14285714,0,15.5,2.8,-4.06,0.0
1,17,4,9254,1,1,125.0,1,38,38,5,5,115.6,1,0,0,1,0,0,20,0,0,6,6,6,11.0,0,0,6,8,4,12.75,0,9.4,-0.8,-3.12,1.0
2,43,1,9991,0,1,130.0,1,37,37,9,9,128.2,0,0,0,1,0,0,34,0,3,8,9,3,11.0,0,2,7,7,2,10.0,0,9.4,-0.8,-3.12,0.0
1,17,2,9500,1,1,138.0,1,1,38,5,8,132.8,1,0,0,1,0,0,18,0,0,7,9,6,12.38571429,0,0,8,9,8,13.75555556,0,13.9,-0.3,0.79,1.0
1,17,2,9773,1,1,121.0,1,1,1,5,5,97.7,1,0,0,1,1,0,20,0,0,6,12,4,14.75,0,0,6,7,4,12.25,0,9.4,-0.8,-3.12,1.0
1,1,1,9130,1,1,134.0,41,1,19,5,5,125.6,1,0,0,1,0,0,20,1,0,5,6,5,16.16666667,0,0,5,6,5,15.83333333,0,12.7,3.7,-1.7,1.0
1,39,1,9991,0,1,130.0,1,1,38,4,9,115.0,0,0,0,1,1,0,25,0,0,5,7,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,0.0
1,1,4,9119,1,1,126.0,1,3,19,2,9,123.6,1,0,0,1,1,0,18,0,0,5,6,5,12.4,0,0,5,9,3,13.0,0,8.9,1.4,3.51,0.0
1,1,1,9130,1,1,148.0,1,1,1,9,9,141.7,0,0,0,0,1,0,18,0,0,6,8,5,11.6,0,0,6,11,4,13.0,0,8.9,1.4,3.51,0.0
1,17,1,9853,1,1,160.0,1,19,38,5,7,139.0,1,0,0,1,0,1,18,0,0,6,8,5,12.2,0,0,6,13,0,0.0,0,9.4,-0.8,-3.12,0.0
1,17,1,9254,1,1,118.0,1,1,19,5,4,118.0,0,0,0,1,0,1,19,0,0,6,7,5,11.0,0,0,6,7,5,12.8,0,12.4,0.5,1.79,1.0
1,17,2,9853,1,1,150.0,1,38,19,5,5,142.0,1,0,0,1,0,1,19,0,0,6,8,6,12.33333333,0,0,6,7,5,12.4,0,10.8,1.4,1.74,0.0
1,44,1,9238,1,1,140.0,1,1,1,5,5,122.9,0,0,0,1,0,1,21,0,3,6,6,6,14.83333333,0,2,6,7,6,12.57142857,0,13.9,-0.3,0.79,1.0
1,42,1,9070,1,1,100.0,1,3,2,2,2,115.9,0,0,0,1,0,0,29,0,9,10,15,9,11.55555556,0,7,11,17,10,6.41029365,0,9.4,-0.8,-3.12,2.0
1,1,1,9070,1,1,139.2,1,1,37,9,9,105.1,1,0,0,1,0,1,20,0,0,6,6,6,12.0,0,0,6,6,6,11.83333333,0,12.4,0.5,1.79,1.0
1,51,1,8014,0,42,140.0,1,19,37,134,193,138.0,1,0,1,1,0,1,21,0,13,13,13,11,12.72727273,0,9,11,11,10,12.6,0,8.9,1.4,3.51,1.0
1,43,1,9991,0,1,133.1,41,37,37,9,8,114.7,0,0,0,1,0,0,34,1,2,2,2,2,19.02040991,0,1,1,1,1,11.0,0,10.8,1.4,1.74,0.0
1,1,4,9773,1,1,140.0,22,1,37,3,9,130.5,1,0,0,1,0,0,20,1,0,6,6,6,12.33333333,0,0,6,6,6,0.50009411,0,12.7,3.7,-1.7,1.0
1,39,1,9991,0,1,156.2,1,37,37,9,9,164.2,0,0,0,1,1,0,24,0,0,5,10,0,0.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,0.0
1,1,1,9500,1,1,148.0,1,1,1,4,3,137.5,0,0,0,1,1,0,18,0,0,7,7,7,14.84285714,0,0,8,9,8,17.12366465,0,16.2,0.3,-0.92,1.0
1,1,1,9500,1,1,137.0,1,1,19,4,4,125.3,0,0,0,1,1,0,19,0,0,7,7,7,12.2,0,0,7,7,7,12.2,0,7.6,2.6,0.32,2.0
1,1,1,9147,1,1,120.0,1,1,19,7,7,91.4,0,0,0,1,1,1,18,0,0,5,10,4,25.61432829,0,0,5,10,4,11.75,0,15.5,2.8,-4.06,2.0
1,39,9,9991,0,1,120.0,1,38,38,9,5,144.8,0,0,0,1,1,0,28,0,0,5,7,4,12.75,0,0,5,7,5,14.33333333,0,10.8,1.4,1.74,2.0
1,39,1,9991,0,1,95.7,1,1,1,9,7,152.1,0,0,0,1,1,0,28,0,0,5,13,2,11.0,0,0,5,12,1,12.0,0,11.1,0.6,2.02,0.0
1,17,1,9254,1,1,132.0,1,38,38,0,5,126.1,0,0,0,1,1,0,20,0,0,6,9,4,10.75,0,0,6,12,0,0.0,0,7.6,2.6,0.32,0.0
1,43,1,9500,1,1,157.0,1,1,1,7,4,136.0,1,0,0,1,1,0,22,0,0,8,9,8,3.98844572,1,0,8,9,8,12.55375,1,9.4,-0.8,-3.12,1.0
1,1,4,9500,1,1,128.0,1,19,1,4,4,124.3,1,0,0,1,1,0,19,0,0,8,8,7,12.66571429,0,0,8,8,7,12.66571429,0,10.8,1.4,1.74,1.0
1,1,1,9670,1,1,132.0,1,1,19,7,5,104.0,1,0,0,1,1,0,20,0,0,6,10,6,12.71428571,0,0,6,8,4,13.0,0,12.4,0.5,1.79,2.0
1,39,2,9556,1,1,113.9,1,3,1,2,4,136.1,0,0,0,1,1,0,26,0,0,7,7,2,11.75,0,0,5,10,0,0.0,0,12.4,0.5,1.79,0.0
1,1,2,9254,1,1,120.0,1,37,37,9,9,115.1,1,0,0,0,1,0,21,0,0,6,11,3,11.0,0,0,6,14,0,0.0,0,9.4,-0.8,-3.12,0.0
1,16,2,171,1,1,145.0,1,3,3,2,2,143.6,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,1.0
1,17,1,9147,1,1,159.9,1,37,38,9,7,115.8,1,0,0,1,1,0,18,0,0,5,5,5,13.4,0,0,5,6,5,12.2,0,11.1,0.6,2.02,1.0
1,1,2,171,1,1,135.0,1,19,19,4,7,149.0,1,0,0,1,1,0,22,0,14,17,21,17,12.57894737,0,15,17,20,17,12.11764706,0,11.1,0.6,2.02,1.0
2,39,1,9119,1,19,133.1,1,37,37,9,9,100.0,0,0,0,1,1,0,36,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,0.0
1,1,1,9773,1,1,125.0,1,38,38,9,9,133.4,1,0,0,1,1,1,20,0,0,6,8,6,12.0,0,0,6,8,6,11.5,0,13.9,-0.3,0.79,1.0
1,17,5,9670,1,1,127.0,1,3,4,2,2,122.8,0,0,0,1,1,0,20,0,0,6,6,3,12.33333333,0,0,6,9,0,0.0,0,10.8,1.4,1.74,0.0
1,39,1,9991,0,1,133.1,1,37,1,5,4,151.2,0,0,0,1,1,0,25,0,0,5,11,4,11.5,0,0,5,11,3,13.5,0,12.4,0.5,1.79,0.0
1,39,1,9003,1,1,150.0,1,37,19,6,4,137.0,0,0,0,1,1,0,35,0,1,6,7,5,12.8,0,1,6,11,5,13.83333333,0,15.5,2.8,-4.06,1.0
1,1,1,171,1,1,133.1,1,1,37,7,7,118.0,0,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,0.0
1,43,1,9070,1,1,150.0,1,3,39,3,7,126.4,0,0,0,1,1,0,26,0,5,7,8,7,13.28571429,0,3,8,11,7,12.14285714,0,12.4,0.5,1.79,2.0
1,44,1,9003,1,39,130.0,1,38,38,9,5,130.0,0,0,1,0,1,0,20,0,0,6,16,4,11.8,0,0,6,15,2,12.0,0,16.2,0.3,-0.92,0.0
1,43,1,8014,0,12,133.1,1,37,1,9,10,83.0,0,0,0,1,1,0,50,0,6,13,13,6,11.33333333,0,2,11,11,2,13.5,0,16.2,0.3,-0.92,0.0
1,1,1,9500,1,1,125.0,1,19,38,9,8,118.3,0,0,0,1,1,0,20,0,0,8,12,5,12.002,1,0,8,12,5,12.002,1,10.8,1.4,1.74,0.0
1,1,1,9500,1,1,127.0,1,3,1,2,8,121.4,0,0,0,1,1,0,20,0,0,7,10,5,6.36742803,0,0,8,9,8,13.22222222,0,12.4,0.5,1.79,2.0
1,7,1,9003,1,3,140.0,1,3,19,2,10,140.0,0,0,0,0,1,0,35,0,0,6,10,5,15.2,0,1,6,9,1,11.0,0,15.5,2.8,-4.06,0.0
1,1,1,9670,1,1,110.0,1,3,19,4,5,109.0,0,0,0,1,1,1,19,0,0,6,7,6,13.14285714,0,0,6,8,6,14.16666667,0,15.5,2.8,-4.06,1.0
2,39,2,9147,1,1,133.1,1,37,37,5,7,110.0,0,0,0,1,1,0,43,0,0,5,14,0,0.0,1,0,5,5,0,-1.80033195,0,9.4,-0.8,-3.12,0.0
1,17,5,9500,1,1,124.0,1,3,38,2,1,119.8,0,0,0,1,1,0,19,0,0,8,11,7,13.86714286,0,0,8,11,7,25.60762458,0,10.8,1.4,1.74,1.0
1,39,1,9500,1,1,98.2,1,37,37,9,9,103.1,0,0,0,1,1,0,25,0,0,8,11,6,12.675,0,0,8,11,6,12.675,0,12.7,3.7,-1.7,1.0
1,16,1,171,1,1,155.0,1,1,3,5,10,167.3,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,7.29474779,0,13.9,-0.3,0.79,1.0
1,17,2,9853,1,1,114.0,1,1,19,9,9,111.9,1,0,0,1,1,1,20,0,0,6,6,6,4.01541702,0,0,6,7,6,4.00578869,0,7.6,2.6,0.32,2.0
1,1,1,171,1,1,133.1,1,38,37,5,5,136.0,1,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,0.0
1,1,1,9254,1,1,125.0,1,37,37,3,3,124.0,0,0,0,1,1,1,19,0,0,6,7,6,11.0,0,0,6,6,5,12.2,0,11.1,0.6,2.02,0.0
2,39,1,9991,0,1,151.2,1,19,37,3,9,132.9,0,0,0,1,1,0,32,0,0,5,11,4,10.75,0,0,5,11,4,11.33333333,0,13.9,-0.3,0.79,0.0
2,39,1,9773,1,38,100.0,1,37,37,9,7,117.6,1,0,0,1,1,0,57,0,0,6,7,5,14.2,0,0,6,6,6,14.16666667,0,9.4,-0.8,-3.12,1.0
1,1,1,9500,1,1,133.1,1,1,19,3,5,115.0,0,0,0,0,1,0,20,0,0,7,11,4,20.98633785,0,0,7,7,4,11.575,0,16.2,0.3,-0.92,0.0
1,39,1,9991,0,1,120.0,1,1,1,5,5,96.0,1,0,0,0,1,0,38,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,0.0
2,39,1,9991,0,1,120.0,1,37,3,9,3,168.2,0,0,0,1,1,0,45,0,0,5,6,5,14.0,0,0,5,6,5,14.16666667,0,12.4,0.5,1.79,1.0
2,39,1,9773,1,1,110.0,1,37,37,9,10,140.0,0,0,1,0,1,0,43,0,0,6,16,2,10.0,0,0,6,12,4,12.25,0,10.8,1.4,1.74,0.0
1,17,4,9070,1,1,144.0,1,38,1,9,9,137.4,1,0,0,1,1,0,19,0,0,6,6,6,13.83333333,0,0,6,8,6,13.125,0,10.8,1.4,1.74,1.0
2,39,1,9991,0,19,133.1,1,19,19,4,4,150.0,0,0,0,0,1,0,49,0,0,5,8,2,11.0,0,0,5,5,1,11.0,0,15.5,2.8,-4.06,0.0
2,39,1,9500,1,19,133.1,1,37,38,9,7,100.5,1,0,0,1,1,0,43,0,0,8,8,7,11.63571429,0,0,8,8,7,11.63571429,0,10.8,1.4,1.74,2.0
1,39,1,8014,0,1,171.5,1,37,38,9,9,117.9,0,0,0,1,1,0,34,0,0,6,6,4,12.25,0,0,5,5,0,0.0,0,11.1,0.6,2.02,0.0
1,17,5,9119,1,1,138.0,1,19,19,5,5,123.3,1,0,1,1,1,0,18,0,0,5,9,4,12.5,0,0,5,11,5,11.28571429,0,12.4,0.5,1.79,2.0
2,39,1,9991,0,1,120.0,1,38,38,1,4,138.7,0,0,0,1,1,0,43,0,0,5,5,5,16.6747722,0,0,5,6,5,22.71974266,0,10.8,1.4,1.74,1.0
1,1,2,9254,1,1,120.0,1,19,1,9,8,117.2,0,0,0,1,1,0,21,0,0,6,8,3,12.0,0,0,6,9,1,11.0,0,15.5,2.8,-4.06,0.0
2,39,1,9991,0,1,160.0,1,34,34,99,99,114.3,0,0,0,1,1,0,40,0,0,5,9,3,11.0,0,0,5,8,4,12.5,1,7.6,2.6,0.32,2.0
1,17,1,9670,1,1,134.0,1,19,37,5,5,125.3,1,0,0,1,1,1,19,0,0,6,7,4,13.75,0,0,6,10,6,9.30062744,0,10.8,1.4,1.74,1.0
1,1,1,9254,1,1,133.1,1,37,37,1,1,97.0,0,0,0,1,1,0,27,0,0,6,6,6,10.66666667,0,0,6,8,4,11.25,0,10.8,1.4,1.74,2.0
2,42,1,9556,1,1,110.0,1,37,37,9,6,140.0,0,0,0,1,1,0,43,0,0,7,7,0,-2.75304304,0,0,8,13,2,13.15,0,16.2,0.3,-0.92,0.0
1,43,1,9991,0,1,130.0,1,37,37,9,9,124.0,0,0,0,1,1,0,31,0,1,5,6,5,13.83333333,0,0,5,7,5,15.4,0,9.4,-0.8,-3.12,1.0
1,44,1,9003,1,39,140.0,1,38,1,134,134,140.0,1,0,1,1,1,0,26,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,2.0
1,39,1,9991,0,1,150.0,1,37,38,175,103,127.0,0,0,0,1,1,0,34,0,0,5,5,5,15.8,0,0,5,5,5,16.8,0,8.9,1.4,3.51,1.0
4,43,1,9500,1,19,100.0,1,34,34,0,0,110.0,0,0,0,1,1,0,30,0,11,14,26,12,12.52608696,1,11,14,26,12,2.34559056,1,7.6,2.6,0.32,1.0
2,39,1,9500,1,19,133.1,1,38,38,7,8,170.0,0,0,0,1,1,0,36,0,0,7,9,6,12.78333333,0,0,8,11,0,0.0,0,16.2,0.3,-0.92,0.0
1,7,1,9991,0,3,120.0,1,37,37,6,7,120.0,0,0,1,0,1,0,46,0,0,5,5,0,0.0,0,0,5,5,1,10.0,0,11.1,0.6,2.02,0.0
1,17,1,9085,1,1,133.1,1,1,19,5,9,130.0,0,0,0,1,1,0,22,0,0,5,8,3,13.0,0,0,5,8,3,10.66666667,0,7.6,2.6,0.32,1.0
1,7,1,9003,1,3,130.0,1,1,19,5,9,130.0,0,0,0,1,1,0,27,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,0.0
1,1,2,9119,1,1,126.0,1,1,38,141,192,122.5,1,0,0,1,1,0,20,0,0,5,7,5,10.8,0,0,5,9,3,12.0,0,8.9,1.4,3.51,2.0
1,51,1,9147,1,1,130.0,1,19,38,9,8,135.4,0,0,0,1,1,0,20,0,0,5,7,5,11.0,0,0,5,7,3,10.0,0,8.9,1.4,3.51,2.0
1,42,1,9119,1,1,140.0,1,19,19,90,90,138.3,0,0,1,0,1,0,31,0,0,4,4,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,0.0
1,1,1,9119,1,1,140.0,1,37,19,9,9,166.0,1,0,1,1,1,0,20,0,0,5,7,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,2.0
1,17,1,9773,1,1,145.0,1,1,38,90,8,132.8,1,0,0,0,1,0,21,0,0,6,10,2,12.0,0,0,6,0,0,14.10556051,0,10.8,1.4,1.74,0.0
1,17,1,9147,1,1,133.1,1,19,19,9,7,100.0,0,0,0,1,1,0,21,0,0,5,7,4,10.75,0,0,5,10,2,11.0,3,16.2,0.3,-0.92,0.0
1,1,1,9147,1,1,127.0,1,1,4,9,10,121.8,0,0,0,1,1,0,19,0,0,5,8,5,24.70377734,0,0,5,10,4,13.5,3,16.2,0.3,-0.92,1.0
1,17,4,9147,1,1,98.0,1,19,19,4,4,109.5,1,0,0,1,1,1,20,0,0,5,6,5,11.8,0,0,5,8,4,11.6,0,8.9,1.4,3.51,1.0
1,1,1,9003,1,1,140.0,1,38,1,9,4,138.3,0,0,0,1,1,0,18,0,0,6,7,6,16.0,0,0,6,6,6,15.16666667,0,12.4,0.5,1.79,1.0
1,1,2,9773,1,1,140.0,1,1,1,4,3,131.6,0,0,0,1,1,1,18,0,0,6,6,6,12.66666667,0,0,6,6,6,11.5,0,16.2,0.3,-0.92,1.0
1,39,1,9500,1,1,120.0,1,1,2,144,123,125.3,0,0,1,1,1,0,30,0,0,7,12,4,14.4,0,0,7,9,6,13.5,0,12.4,0.5,1.79,2.0
1,39,1,9254,1,19,133.1,1,19,19,3,1,101.5,0,0,1,0,1,0,34,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,0.0
1,17,1,9670,1,1,115.0,1,19,19,191,171,109.1,0,0,1,0,1,0,21,0,0,6,11,4,12.25,0,0,6,9,4,13.4,0,11.1,0.6,2.02,2.0
1,44,1,9070,1,39,123.9,1,37,1,9,7,123.9,0,0,0,1,1,0,20,0,2,7,9,5,12.6,0,5,9,10,8,12.75,1,16.2,0.3,-0.92,0.0
1,1,1,9500,1,1,157.0,1,37,37,9,9,143.0,0,0,0,1,1,0,18,0,0,8,8,7,13.4,0,0,8,8,7,13.4,0,12.7,3.7,-1.7,1.0
1,1,1,171,1,1,154.9,1,1,1,4,3,126.3,1,0,1,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,0.0
2,42,1,9003,1,1,120.0,1,3,1,2,2,159.2,0,0,0,1,1,0,26,0,0,6,9,1,10.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,0.0
1,17,1,9119,1,1,130.0,1,38,19,7,3,119.9,1,0,1,1,1,0,20,0,0,5,5,0,0.0,0,0,5,5,0,0.0,5,9.4,-0.8,-3.12,0.0
1,44,1,9003,1,39,140.0,1,1,38,1,9,140.0,0,0,0,1,1,0,25,0,0,6,16,3,11.25,0,0,6,14,4,11.2,0,15.5,2.8,-4.06,0.0
1,17,1,9670,1,1,109.0,1,1,1,4,4,108.0,0,0,0,1,1,0,19,0,0,5,10,0,18.94012344,0,0,5,5,0,0.0,0,7.6,2.6,0.32,2.0
1,39,2,9147,1,1,170.6,1,19,5,4,1,100.0,1,0,0,1,1,0,24,0,0,5,8,3,10.66666667,1,0,5,5,1,14.0,0,9.4,-0.8,-3.12,0.0
1,1,1,9130,1,1,125.0,1,3,3,2,2,132.4,0,0,0,1,1,0,20,0,0,5,7,4,11.75,0,0,5,5,5,22.23503044,0,7.6,2.6,0.32,1.0
1,1,1,9147,1,1,136.0,1,1,3,9,5,137.1,0,0,0,1,1,0,20,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,0.0
1,5,3,9070,1,1,157.0,1,3,1,9,6,138.1,1,0,0,1,0,0,18,0,0,6,6,6,16.35616045,0,0,6,8,6,14.125,0,10.8,1.4,1.74,1.0
4,39,1,9556,1,1,160.0,1,19,3,9,2,130.0,0,0,0,1,0,0,25,0,0,7,14,7,11.95,0,0,8,15,7,12.04285714,0,12.7,3.7,-1.7,2.0
1,17,1,9254,1,1,116.0,1,38,37,9,6,93.0,1,0,0,1,0,0,22,0,0,6,7,5,14.0,0,0,6,6,6,15.66666667,0,11.1,0.6,2.02,1.0
1,43,1,8014,0,1,113.0,1,37,37,0,6,128.2,0,0,0,0,0,0,41,0,0,6,6,0,0.0,6,0,6,12,0,0.0,0,9.4,-0.8,-3.12,0.0
1,1,2,9147,1,1,130.0,1,37,38,7,9,130.8,0,0,1,1,0,1,19,0,0,5,11,2,11.5,0,0,5,10,0,20.07060598,0,12.7,3.7,-1.7,0.0
1,43,1,9130,1,1,150.0,1,3,3,3,4,150.0,1,0,0,1,0,0,21,0,0,6,10,6,12.0,0,0,6,12,5,12.8,0,13.9,-0.3,0.79,1.0
1,39,1,9085,1,1,110.0,1,1,1,5,5,160.0,1,0,1,1,0,0,30,0,0,6,7,6,16.42857143,0,0,6,7,6,16.66666667,0,13.9,-0.3,0.79,0.0
1,1,5,9500,1,1,101.0,1,38,38,9,9,104.5,1,0,0,1,0,1,21,0,0,7,9,5,13.336,0,0,8,9,7,13.20714286,0,11.1,0.6,2.02,1.0
2,39,2,9556,1,1,110.0,1,19,38,9,9,112.8,0,0,0,1,0,1,26,0,0,7,7,0,0.0,0,0,8,8,0,0.0,6,10.8,1.4,1.74,2.0
1,15,1,9670,1,1,133.1,41,1,1,9,4,100.0,0,0,0,1,0,0,21,1,2,7,9,7,14.66666667,0,1,6,8,6,14.0,0,11.1,0.6,2.02,1.0
1,1,1,9500,1,1,138.0,1,1,1,3,4,132.5,1,0,0,1,0,0,18,0,0,8,8,7,14.11571429,0,0,8,8,7,14.11571429,0,10.8,1.4,1.74,1.0
1,1,4,9085,1,1,138.0,1,3,1,1,4,123.3,1,0,0,1,0,1,19,0,0,6,7,6,14.85714286,0,0,6,10,6,13.11111111,0,12.4,0.5,1.79,1.0
1,1,2,9085,1,1,141.0,1,1,38,9,8,128.9,1,0,0,1,0,1,18,0,0,6,7,6,13.83333333,0,0,6,10,6,13.71428571,0,8.9,1.4,3.51,1.0
1,17,2,9147,1,1,129.0,1,2,3,2,2,128.3,1,0,0,1,0,0,19,0,0,5,10,3,11.0,0,0,5,9,4,11.75,0,12.7,3.7,-1.7,2.0
1,43,1,9085,1,1,127.0,1,3,3,2,5,100.0,0,0,0,1,0,0,21,0,0,6,11,4,11.75,0,0,6,12,3,13.66666667,0,13.9,-0.3,0.79,2.0
1,17,2,9147,1,1,133.0,1,19,1,9,3,120.1,1,0,0,1,0,1,18,0,0,5,15,2,10.0,0,0,5,14,2,12.0,0,13.9,-0.3,0.79,0.0
1,39,1,9500,1,1,100.0,1,37,37,7,7,160.0,1,0,0,1,0,1,24,0,0,8,15,6,12.415,0,0,8,15,6,12.415,0,10.8,1.4,1.74,1.0
1,1,1,9130,1,1,138.0,1,4,5,2,2,123.0,1,0,0,1,0,0,21,0,0,5,12,1,11.0,0,0,5,9,2,10.5,0,12.7,3.7,-1.7,2.0
1,44,1,9085,1,39,150.0,1,19,19,9,9,150.0,1,0,0,1,0,0,23,0,1,6,14,5,14.42857143,0,1,6,7,6,13.42857143,0,16.2,0.3,-0.92,1.0
1,17,2,9500,1,1,129.0,1,38,19,5,7,124.0,1,0,0,1,0,1,18,0,0,8,8,7,14.31285714,0,0,8,8,7,14.31285714,0,10.8,1.4,1.74,1.0
1,39,1,9085,1,1,130.0,1,4,1,2,9,120.0,0,0,0,0,0,0,26,0,0,6,8,6,15.42857143,0,0,6,7,5,14.5,0,11.1,0.6,2.02,2.0
1,1,1,9130,1,1,133.0,1,38,38,5,8,82.7,1,0,0,1,0,0,20,0,0,5,9,4,12.0,1,0,5,6,5,13.4,0,9.4,-0.8,-3.12,1.0
1,1,1,9238,1,1,133.0,1,4,1,5,5,131.6,0,0,0,1,0,0,18,0,0,6,7,6,13.83333333,0,0,6,7,6,13.71428571,0,11.1,0.6,2.02,1.0
1,1,1,9238,1,1,107.0,1,2,12,3,10,104.2,1,0,0,1,0,0,20,0,0,6,6,6,12.16666667,0,0,6,7,6,12.14285714,0,11.1,0.6,2.02,1.0
1,1,1,9500,1,1,131.0,1,19,19,4,4,122.0,1,0,0,1,0,0,20,0,0,8,8,7,14.01428571,0,0,8,8,7,14.01428571,0,12.7,3.7,-1.7,2.0
1,17,2,9238,1,1,118.0,1,1,19,4,10,110.7,1,1,0,1,0,0,18,0,0,6,15,2,10.33333333,3,0,6,13,3,13.33333333,0,12.7,3.7,-1.7,2.0
1,1,4,9773,1,1,136.0,1,1,12,9,10,121.7,1,0,0,1,0,1,22,0,0,6,7,5,13.2,0,0,6,7,5,13.6,0,12.4,0.5,1.79,1.0
1,1,1,9500,1,1,125.0,1,37,37,9,9,126.0,1,0,1,1,0,0,20,0,0,7,7,6,15.4,0,0,7,7,6,15.4,0,7.6,2.6,0.32,1.0
1,17,4,9500,1,1,137.0,1,1,37,9,9,128.4,1,0,0,1,0,1,19,0,0,7,7,7,13.38571429,0,0,8,8,8,15.925,0,13.9,-0.3,0.79,1.0
1,1,1,9130,1,1,144.0,1,3,1,2,4,134.9,1,0,1,1,0,0,18,0,0,6,13,6,10.85714286,0,0,6,10,4,11.0,0,15.5,2.8,-4.06,0.0
1,17,2,9147,1,1,146.0,1,38,37,6,6,143.9,0,0,0,1,0,0,18,0,0,5,11,5,21.11361196,0,0,5,8,5,12.0,0,13.9,-0.3,0.79,1.0
1,1,4,9085,1,1,165.1,1,37,1,9,9,145.0,1,0,0,1,0,1,19,0,0,5,7,4,0.89629676,0,0,5,5,5,13.6,0,10.8,1.4,1.74,1.0
1,1,2,9070,1,1,126.0,1,19,38,9,9,132.0,1,0,0,1,0,1,19,0,0,6,6,6,14.16666667,0,0,6,8,6,12.375,0,10.8,1.4,1.74,1.0
1,17,1,8014,0,1,141.0,1,34,34,0,0,136.1,0,0,0,1,0,0,24,0,0,6,7,6,12.83333333,0,0,6,8,6,12.0,0,7.6,2.6,0.32,1.0
1,1,1,9238,1,1,141.0,1,37,37,4,4,138.9,0,0,0,1,0,0,21,0,0,6,7,6,13.33333333,0,0,6,6,6,22.63054723,0,10.8,1.4,1.74,1.0
1,1,1,9238,1,1,133.1,1,1,1,3,3,102.0,1,0,0,1,0,1,20,0,0,6,7,6,10.01145843,0,0,6,7,6,14.57142857,0,11.1,0.6,2.02,1.0
1,39,1,9254,1,1,133.1,1,19,19,4,7,123.0,0,0,1,0,0,1,28,0,0,6,6,6,10.83333333,0,0,6,7,5,11.0,0,13.9,-0.3,0.79,0.0
1,1,2,9853,1,1,127.0,1,37,19,9,8,137.5,1,0,0,1,0,0,21,0,0,6,7,6,13.42857143,0,0,6,8,6,13.14285714,0,7.6,2.6,0.32,1.0
1,1,1,9500,1,1,106.0,1,37,38,191,163,102.2,1,0,1,1,1,0,20,0,0,7,7,7,9.45754464,0,0,8,10,6,11.80833333,0,11.1,0.6,2.02,2.0
1,42,1,9003,1,1,130.0,1,3,2,2,6,137.2,0,0,0,0,1,0,36,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,0.0
2,39,1,9991,0,1,110.0,1,37,37,9,9,130.0,0,0,0,0,1,0,42,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,0.0
2,39,1,9991,0,1,150.0,1,37,37,9,7,122.5,0,0,0,1,1,0,47,0,0,5,9,4,11.5,0,0,5,6,5,11.6,1,7.6,2.6,0.32,0.0
